id,age,gender,education,pc_choice,pc_result,x,y,pc_choice_image,bigl,gambling_expectancies,illusion_of_control,predictive_control,inability_to_stop_gambling,interpretive_bias,rational_ability,rational_engagement,experimental_ability,experimental_engagement,pc_choice_x,pc_choice_y,dist
5ed39e0d5787723373a9e433,40,Male,"Some college, no degree",right,triangle,263.6363636363636,212.72727272727272,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,10.0,4.0,4.0,8.0,5.0,4.0,22.0,27.0,26.0,31.0,398,162,143.62048243619924
5b8dab9eb91f4c0001994637,18,Male,Bachelor's degree,right,triangle,419.09090909090907,171.8181818181818,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,31.0,12.0,12.0,19.0,5.0,11.0,22.0,22.0,27.0,29.0,398,162,23.264202984324793
5f5fec8203c3fa0c8e7813e9,33,Female,"Some college, no degree",top left,circle,360.9090909090909,174.54545454545453,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,,,,,,,,,,,136,125,230.30165270720357
5f1985f56f5b57012ea9626c,30,Male,Bachelor's degree,right,triangle,260.0,303.6363636363636,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,26.0,13.0,5.0,18.0,10.0,21.0,24.0,36.0,26.0,32.0,398,162,197.7494867354457
5f14b19a2cd39e53d8a3744f,18,Female,"Some college, no degree",bottom left,square,167.27272727272728,249.0909090909091,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,,,,,,,,,,,182,405,156.60311998834072
5730ab97dd6617000fdaa615,33,Male,High school graduate (includes equivalency),top left,kite,263.6363636363636,168.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,40.0,23.0,24.0,34.0,28.0,22.0,30.0,34.0,28.0,33.0,136,125,134.74312874429498
5f14279fc08bc146c73053eb,23,Female,Bachelor's degree,right,square,151.8181818181818,123.63636363636363,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,40.0,10.0,4.0,10.0,5.0,13.0,25.0,24.0,26.0,30.0,398,162,249.1530778424122
5c407004a3cb070001d85339,36,Male,High school graduate (includes equivalency),right,square,71.81818181818181,348.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,,,,,,,,,,,398,162,375.5772196684515
5ea977cb2998a708383c2390,30,Female,"Some college, no degree",top left,circle,263.6363636363636,213.63636363636363,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,28.0,12.0,6.0,14.0,7.0,9.0,31.0,28.0,30.0,26.0,136,125,155.39448600575162
583f02c8ca2e57000184353c,38,Female,Bachelor's degree,right,square,138.1818181818182,290.9090909090909,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,,,,,,,,,,,398,162,290.03972369714126
5f3bbda5bf0150908eee2d35,36,Female,"Some college, no degree",bottom left,circle,360.9090909090909,178.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,18.0,4.0,4.0,7.0,5.0,5.0,25.0,26.0,32.0,27.0,182,405,288.8857047574752
5e87106a0d7d0a351e568a2f,42,Female,Graduate or professional degree,right,kite,280.9090909090909,440.0,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,26.0,7.0,6.0,15.0,6.0,6.0,20.0,26.0,30.0,33.0,398,162,301.65258326713456
5f31a8f44ba5bf0b08a98eba,23,Male,High school graduate (includes equivalency),right,square,167.27272727272728,248.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,27.0,8.0,4.0,12.0,5.0,11.0,22.0,25.0,35.0,27.0,398,162,246.2973409626853
5e6fe29ad2723d5b0a04bb69,23,Female,Associate degree,top left,kite,339.09090909090907,425.45454545454544,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,9.0,4.0,4.0,6.0,5.0,4.0,24.0,23.0,32.0,30.0,136,125,362.6552787974682
5c897a3eafd58300172d2733,33,Female,"Some college, no degree",right,square,157.27272727272728,216.36363636363635,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,,,,,,,,,,,398,162,246.7894341202403
5ed77c4e1d16bd20a8b1a4ed,30,Male,Graduate or professional degree,bottom left,square,264.54545454545456,209.0909090909091,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,,4.0,4.0,6.0,6.0,8.0,18.0,20.0,34.0,25.0,182,405,212.589096538233
5b8aef321a9fb60001e630c3,31,Male,Graduate or professional degree,bottom left,circle,262.7272727272727,301.8181818181818,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,,,,,,,,,,,182,405,131.00908428536263
5f063739ac6b9d0be8e37a3c,28,Female,Bachelor's degree,top left,triangle,348.1818181818182,383.6363636363636,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,,,,,,,,,,,136,125,334.53533828578327
5dc2ef762bdeaa2048421817,21,Female,Bachelor's degree,bottom left,kite,52.72727272727273,169.0909090909091,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,25.0,4.0,4.0,6.0,5.0,4.0,24.0,28.0,27.0,30.0,182,405,269.00657462241077
5e0791aaf87bca10992b82b2,24,Female,Bachelor's degree,right,square,260.0,303.6363636363636,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,,7.0,7.0,11.0,8.0,5.0,34.0,29.0,30.0,29.0,398,162,197.7494867354457
5b65e0dad458c00001e52a8f,39,Male,Bachelor's degree,bottom left,triangle,161.8181818181818,366.3636363636364,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,36.0,4.0,4.0,9.0,5.0,4.0,27.0,27.0,28.0,29.0,182,405,43.58984262606701
5f515794e247cd38c653e4ac,19,Male,"Some college, no degree",top left,square,119.0909090909091,132.72727272727272,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,,,,,,,,,,,136,125,18.591075793873618
5d131f87906ece001a15fb92,19,Female,High school graduate (includes equivalency),top left,kite,403.6363636363636,275.45454545454544,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,,,,,,,,,,,136,125,307.0273495772482
592220f8fc043000016c5aeb,33,Male,High school graduate (includes equivalency),right,circle,156.36363636363635,214.54545454545453,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,30.0,10.0,6.0,13.0,9.0,10.0,26.0,27.0,29.0,32.0,398,162,247.28355591262715
5d5fc0dbf701df001e5e00d8,33,Female,Graduate or professional degree,right,triangle,179.0909090909091,277.27272727272725,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,28.0,15.0,4.0,8.0,5.0,10.0,24.0,22.0,28.0,31.0,398,162,247.40451033790225
5cc4969c3b1b1c0018f9da36,29,Male,"Some college, no degree",bottom left,circle,194.54545454545453,380.9090909090909,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,26.0,4.0,4.0,6.0,5.0,4.0,21.0,22.0,34.0,30.0,182,405,27.16174387955445
5ee8e96f94cc2222aadb99af,18,Female,High school graduate (includes equivalency),right,circle,300.9090909090909,339.09090909090907,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,25.0,4.0,7.0,6.0,5.0,4.0,27.0,23.0,30.0,27.0,398,162,201.9599829440075
5ea4514c9b066627e297f7bd,31,Female,Bachelor's degree,bottom left,square,240.0,368.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,30.0,4.0,4.0,13.0,5.0,12.0,20.0,25.0,30.0,32.0,182,405,68.69918858615941
5f09b598362fe7034e7c369d,24,Female,Bachelor's degree,bottom left,square,207.27272727272725,213.63636363636363,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,27.0,4.0,4.0,10.0,5.0,4.0,29.0,31.0,30.0,30.0,182,405,193.0252627666019
5b2f7e715307700001059b78,31,Female,"Some college, no degree",top left,triangle,347.27272727272725,327.27272727272725,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,26.0,4.0,10.0,12.0,5.0,5.0,28.0,25.0,28.0,33.0,136,125,292.4900365612533
5f259a37b31f0a24d246592c,18,Male,High school graduate (includes equivalency),bottom left,kite,195.45454545454544,384.54545454545456,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,34.0,8.0,4.0,16.0,5.0,11.0,28.0,33.0,29.0,30.0,182,405,24.482916965518932
5d2a0c9491daf50001f52ff0,20,Female,"Some college, no degree",bottom left,circle,371.8181818181818,139.0909090909091,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,,,,,,,,,,,182,405,326.70871855042293
5e33f55dcb3c093b7c66ff74,40,Female,Graduate or professional degree,top left,circle,346.3636363636364,328.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,23.0,4.0,4.0,14.0,5.0,8.0,26.0,33.0,27.0,29.0,136,125,292.4648880529108
5ebab33fb105f101d49e9584,34,Female,Graduate or professional degree,bottom left,circle,138.1818181818182,290.0,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,26.0,16.0,18.0,18.0,20.0,15.0,26.0,28.0,29.0,31.0,182,405,123.06515777364135
5c47301bec38be0001b1737c,26,Male,Bachelor's degree,top left,triangle,440.9090909090909,353.6363636363636,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,14.0,4.0,7.0,12.0,5.0,4.0,25.0,26.0,30.0,27.0,136,125,381.1090926439144
5d0a345d8d7a4b000172fb93,44,Female,Bachelor's degree,right,kite,236.36363636363635,473.6363636363636,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,26.0,4.0,4.0,8.0,5.0,4.0,18.0,21.0,31.0,27.0,398,162,351.06058905847385
559a75fbfdf99b76b2483afb,36,Female,Graduate or professional degree,top left,circle,300.9090909090909,342.7272727272727,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,,,,,,,,,,,136,125,273.1303233874243
5efca9b3026506070acda120,38,Female,Bachelor's degree,right,square,158.1818181818182,217.27272727272725,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,,,,,,,,,,,398,162,246.1053325524333
5c338c7e2714e400013de136,20,Female,"Some college, no degree",bottom left,square,191.8181818181818,384.54545454545456,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,33.0,4.0,4.0,6.0,5.0,4.0,22.0,18.0,28.0,20.0,182,405,22.68887665722879
5ecd1e66fff54e033cd596ae,39,Female,Graduate or professional degree,bottom left,circle,359.09090909090907,282.7272727272727,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,26.0,4.0,4.0,16.0,5.0,5.0,26.0,29.0,30.0,32.0,182,405,215.20178883400428
5ef558ba72efe21b6763d900,18,Male,High school graduate (includes equivalency),right,kite,210.0,249.0909090909091,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,15.0,16.0,4.0,13.0,6.0,10.0,30.0,32.0,36.0,28.0,398,162,207.19272778329116
5e642125757e611ae1a52811,20,Male,"Some college, no degree",bottom left,triangle,292.7272727272727,178.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,,,,,,,,,,,182,405,252.4024891496231
591801345020970001c19493,33,Female,Bachelor's degree,right,triangle,160.0,364.54545454545456,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,40.0,4.0,4.0,15.0,5.0,4.0,26.0,32.0,29.0,32.0,398,162,312.51985722034493
5db07d0f3b276c00161dc217,29,Male,Bachelor's degree,right,kite,358.1818181818182,280.0,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,11.0,4.0,4.0,6.0,5.0,4.0,35.0,31.0,32.0,31.0,398,162,124.53709328270747
5f35de7034cb5e61f9cfca8a,34,Male,"Some college, no degree",right,square,124.54545454545455,204.54545454545453,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,,,,,,,,,,,398,162,276.7444744384816
5e8b8ff7a1086d07517aad5a,30,Female,Bachelor's degree,bottom left,kite,160.9090909090909,424.5454545454545,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,,,,,,,,,,,182,405,28.75502112100459
5f0e9d5331c8641f1d8dfc70,37,Female,Bachelor's degree,right,square,203.63636363636363,337.27272727272725,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,29.0,5.0,8.0,13.0,5.0,5.0,26.0,23.0,29.0,29.0,398,162,261.72075207387684
5e8671a034d5d92976f5d6f9,34,Female,Graduate or professional degree,bottom left,circle,262.7272727272727,303.6363636363636,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,27.0,4.0,4.0,9.0,8.0,4.0,25.0,20.0,28.0,33.0,182,405,129.58194063542564
5a5f9408e0cf3d000126c805,55,Female,Graduate or professional degree,bottom left,kite,364.54545454545456,249.0909090909091,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,25.0,8.0,4.0,13.0,5.0,16.0,25.0,22.0,31.0,28.0,182,405,240.06350743773154
5c55fe15b571e7000119e5d9,37,Female,"Some college, no degree",bottom left,kite,403.6363636363636,273.6363636363636,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,23.0,16.0,5.0,15.0,5.0,9.0,36.0,28.0,35.0,34.0,182,405,257.64138379660227
58b3b640f76c7700016a5d8f,29,Female,Bachelor's degree,bottom left,square,363.6363636363636,80.0,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,,,,,,,,,,,182,405,372.3127295635234
5eff6140945c55019b5bc57d,20,Male,High school graduate (includes equivalency),right,triangle,422.7272727272727,171.8181818181818,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,32.0,5.0,6.0,10.0,5.0,6.0,25.0,25.0,29.0,24.0,398,162,26.605163234676834
5d2848bef5de2a0017789288,37,Female,Graduate or professional degree,top left,circle,431.8181818181818,257.27272727272725,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,,,,,,,,,,,136,125,324.04393386449954
5f61f7a70101b70776bc518a,24,Female,Bachelor's degree,right,kite,142.72727272727272,264.54545454545456,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,,,,,,,,,,,398,162,275.099501157654
59f88800680a95000122b147,22,Female,Bachelor's degree,bottom left,triangle,290.0,136.36363636363635,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,26.0,13.0,6.0,16.0,5.0,9.0,25.0,28.0,25.0,31.0,182,405,289.533237932657
5d71640e8a1bff0001d88e70,33,Male,"Some college, no degree",top left,kite,345.45454545454544,57.27272727272727,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,,,,,,,,,,,136,125,220.13221046145114
5f550e4d536ecb8a300d4cf0,25,Female,Bachelor's degree,bottom left,kite,263.6363636363636,302.7272727272727,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,28.0,11.0,8.0,12.0,10.0,9.0,31.0,30.0,24.0,34.0,182,405,130.8594918665446
5d9e1926ad123d001324f9f4,21,Female,"Some college, no degree",top left,square,388.1818181818182,215.45454545454544,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,,,,,,,,,,,136,125,267.9135946809643
5eeba61a6480680fa250a4f5,30,Male,Bachelor's degree,top left,square,180.0,279.09090909090907,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,,,,,,,,,,,136,125,160.24983077826573
5f4808a945ed0028ede337f2,21,Male,"Some college, no degree",right,circle,363.6363636363636,248.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,,,,,,,,,,,398,162,92.78019879940008
559cdad9fdf99b66f54b7794,39,Female,Bachelor's degree,bottom left,square,413.6363636363636,133.63636363636363,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,,,,,,,,,,,182,405,356.7823259344184
591cbb59b8ea4b00012ccdf8,34,Female,Bachelor's degree,top left,square,240.0,366.3636363636364,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,,,,,,,,,,,136,125,262.81629507828785
5a6c99b69d65ec00017e8ee4,40,Female,Bachelor's degree,right,triangle,457.27272727272725,260.9090909090909,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,37.0,15.0,4.0,13.0,5.0,7.0,20.0,21.0,29.0,29.0,398,162,115.30942920164816
5d69056fb96552001b264f87,29,Female,Graduate or professional degree,right,kite,247.27272727272725,71.81818181818181,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,,,,,,,,,,,398,162,175.64586836695068
57dfd8f5631235000138b0e1,31,Female,Bachelor's degree,bottom left,kite,160.9090909090909,425.45454545454544,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,13.0,4.0,4.0,6.0,5.0,4.0,27.0,25.0,31.0,28.0,182,405,29.380518648129023
5ebec967e63b7826ab460cec,23,Female,Bachelor's degree,top left,circle,342.7272727272727,165.45454545454544,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,,,,,,,,,,,136,125,210.64836941498044
5ad2260ddfe710000183b5de,44,Female,"Some college, no degree",bottom left,square,239.0909090909091,369.09090909090907,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,,,,,,,,,,,182,405,67.44504956439579
5b2a72f7c293b90001732b89,26,Female,Less than high school,right,kite,137.27272727272728,290.9090909090909,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,19.0,4.0,16.0,15.0,5.0,7.0,23.0,21.0,26.0,34.0,398,162,290.85436985338544
5f7788f66806a618024faa85,29,Male,High school graduate (includes equivalency),right,kite,239.0909090909091,131.8181818181818,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,,,,,,,,,,,398,162,161.74993453573342
5d4adeb3080b2f001a3ed139,23,Female,Bachelor's degree,bottom left,triangle,210.0,252.72727272727272,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,,,,,,,,,,,182,405,154.82565508039804
5d6c3abc4ecaee0001e3163d,23,Female,Bachelor's degree,top left,triangle,167.27272727272728,248.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,32.0,12.0,4.0,19.0,5.0,8.0,32.0,35.0,29.0,28.0,136,125,127.08951098203539
5db18e3e2da657001445b97b,20,Female,"Some college, no degree",top left,kite,262.7272727272727,264.54545454545456,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,29.0,5.0,8.0,18.0,8.0,13.0,27.0,27.0,32.0,30.0,136,125,188.50128789265625
5d3df84e807d3500014e3496,35,Female,Bachelor's degree,bottom left,square,208.1818181818182,251.8181818181818,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,,,,,,,,,,,182,405,155.4032078973706
5d686b6ccb924a00195c2aff,20,Male,"Some college, no degree",top left,square,150.9090909090909,124.54545454545455,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,25.0,4.0,4.0,10.0,5.0,5.0,24.0,27.0,28.0,34.0,136,125,14.91601834625397
5f213c7482794102f39debca,25,Male,"Some college, no degree",bottom left,square,301.8181818181818,78.18181818181817,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,26.0,4.0,4.0,6.0,5.0,4.0,27.0,22.0,27.0,29.0,182,405,348.08981694550766
5e408d408c3b932d74635ec1,26,Male,"Some college, no degree",top left,circle,310.9090909090909,249.0909090909091,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,,,,,,,,,,,136,125,214.45685766991198
5e6a53649dae0e000cbe6857,29,Female,Graduate or professional degree,top left,circle,310.9090909090909,248.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,36.0,4.0,4.0,6.0,5.0,4.0,25.0,23.0,27.0,29.0,136,125,213.93211636690535
5c10333e09e7c20001f1ee60,27,Other or prefer not to say,"Some college, no degree",bottom left,triangle,291.8181818181818,297.27272727272725,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,,,,,,,,,,,182,405,153.83497114475446
5d3983cb8580230018bbf15f,24,Female,Bachelor's degree,top left,triangle,260.0,302.7272727272727,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,,,,,,,,,,,136,125,216.70944481280543
5ec1250ae718fe3ed494c474,36,Male,Bachelor's degree,top left,triangle,289.09090909090907,209.0909090909091,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,,,,,,,,,,,136,125,174.66570195094548
5e261f4731328709feda6be4,19,Female,"Some college, no degree",top left,circle,293.6363636363636,296.3636363636364,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,32.0,10.0,8.0,13.0,5.0,7.0,24.0,26.0,31.0,31.0,136,125,232.84054416760083
5f79021276442d50e3cb17b9,21,Female,High school graduate (includes equivalency),right,kite,289.09090909090907,134.54545454545453,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,17.0,4.0,4.0,6.0,5.0,4.0,25.0,28.0,36.0,26.0,398,162,112.31625950306722
5f170e53af79bd0008c88713,19,Female,High school graduate (includes equivalency),right,triangle,310.0,250.0,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,,,,,,,,,,,398,162,124.45079348883236
5e85a9f9e36a991a1f5f1b7c,26,Male,High school graduate (includes equivalency),right,circle,293.6363636363636,405.45454545454544,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,23.0,4.0,4.0,6.0,5.0,4.0,23.0,27.0,26.0,30.0,398,162,264.8808869992711
5e22f8f46e850f000a7f7a0e,24,Female,Bachelor's degree,right,circle,240.9090909090909,368.1818181818182,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,,,,,,,,,,,398,162,259.2074379098111
56cefc4cb009e1000aa73684,29,Female,Bachelor's degree,bottom left,square,422.7272727272727,172.72727272727272,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b7NoRPBiEKUTCSx,21.0,4.0,5.0,7.0,5.0,5.0,30.0,30.0,32.0,31.0,182,405,334.51493190801136
5a8c85de2a842c0001fcf9f1,33,Female,Bachelor's degree,right,triangle,247.27272727272725,72.72727272727272,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,,,,,,,,,,,398,162,175.18085106116024
5ae735bef1ad3f00012b16e7,25,Female,Bachelor's degree,top left,triangle,440.0,354.54545454545456,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8iTQENQKp4ofTOl,,,,,,,,,,,136,125,380.9292791352213
5eff425e122196491e024bc4,32,Male,Bachelor's degree,top left,kite,363.6363636363636,175.45454545454544,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8latqR2dmR1KliB,,,,,,,,,,,136,125,233.16083549046473
5f6b5c93e883f702cefa0410,26,Female,Bachelor's degree,bottom left,circle,325.45454545454544,213.63636363636363,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,25.0,4.0,4.0,11.0,5.0,4.0,25.0,22.0,29.0,32.0,182,405,239.16364258365923
5a4ce99f5f74170001e0ff1a,28,Female,"Some college, no degree",bottom left,circle,293.6363636363636,180.0,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9GriGioJDRBy5Vj,36.0,9.0,7.0,20.0,5.0,14.0,26.0,21.0,26.0,28.0,182,405,251.17260536521576
5f6fb649d4da20577e29c9fa,37,Male,Bachelor's degree,right,square,210.0,253.63636363636363,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,20.0,9.0,5.0,10.0,5.0,9.0,28.0,33.0,25.0,33.0,398,162,209.1440248739989
5e3b42f6986aab000b194033,27,Female,High school graduate (includes equivalency),right,circle,300.9090909090909,337.27272727272725,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVrNwGFgrxpvt0F,30.0,5.0,4.0,8.0,5.0,4.0,21.0,28.0,27.0,30.0,398,162,200.3675960671261
5e2a2b0f3d25b70994890969,27,Male,Graduate or professional degree,right,triangle,358.1818181818182,279.09090909090907,https://hujipsych.au1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9pn89UCXN7NgZa5,32.0,10.0,6.0,16.0,6.0,12.0,31.0,35.0,27.0,30.0,398,162,123.67606314498096
